"Id"	"Parent"	"Type"	"Summary"	"Planned For"	"Status"	"Story Points (numeric)"	"Blocks"
"1010887"	"#1006843"	"Story"	"Determine Log/Data Files that Need to Pass Through Guard - SE"	"EA 14.2"	"Done"	"2"	""
"1010885"	"#354646"	"Story"	"MUOS Terminal Trade"	"EA 14.3"	"Done"	"3"	""
"1010883"	"#1005740"	"Story"	"Lead DSN GW Obs work"	"EA 14.1"	"Done"	"1"	""
"1010882"	"#388004"	"Story"	"Feature 388004: TD0202-18-13 Unclass GDS Analysis"	"EA 14.2"	"Done"	"1"	""
"1010880"	"#377437"	"Story"	"Investigate the build process for Simulation Framework and perform a test build if possible"	"EA 14.2"	"Done"	"2"	""
"1010879"	"#382895"	"Story"	"Feature 382895: ADI/EMI/PRISM Support"	"EA 14.1"	"Done"	"1"	""
"1010854"	""	"Problem"	"RBS reporting incorrect power measurements to RNC when measured power outside table lookup"	"Unassigned"	"Assessing"	""	""
"1010848"	""	"Problem"	"Columns Software Application and SVD columns should be removed from the NEDB Configurable Objects.  They are not maintained correctly."	"Future"	"Assessing"	""	""
"1010846"	""	"Problem"	"Table 12 MUOS APNs in the NEDB should have a column in the table stating that intra-routing is allowed for most APNs (primarily APN05, APN01)."	"Future"	"Assessing"	""	""
"1010845"	""	"Problem"	"Firewall (primarily Whiassfw) is denying intra-apn routing between APN05 to APN05 at WH starting with the ISAKMP messaging"	"Future"	"Assessing"	""	""
"1010790"	"#1007536"	"Story"	"Feature 1007536: CONOPS Review (Developer #2)"	"PI 16"	"New"	"2"	""
"1010789"	"#1007536"	"Story"	"Feature 1007536: CONOPS Review (Developer #1)"	"PI 16"	"New"	"2"	""
"1010788"	"#1007536"	"Story"	"Feature 1007536: CONOPS Review (Feature Lead)"	"PI 16"	"New"	"2"	""
"1010785"	"#1007536"	"Story"	"Feature 1007536: Define CONOPS section 11 Glossary"	"PI 16"	"New"	"1"	"#1010788
#1010789
#1010790"
"1010784"	"#1007536"	"Story"	"Feature 1007536: Define CONOPS section 10 Appendices"	"PI 16"	"New"	"1"	"#1010788
#1010789
#1010790"
"1010783"	"#1007536"	"Story"	"Feature 1007536: Define CONOPS section 9 Notes"	"PI 16"	"New"	"1"	"#1010788
#1010789
#1010790"
"1010782"	"#1007536"	"Story"	"Feature 1007536: Define CONOPS section 8 Analysis of the proposed system"	"PI 16"	"New"	"2"	"#1010788
#1010789
#1010790"
"1010781"	"#1007536"	"Story"	"Feature 1007536: Define CONOPS section 7 Summary of impacts"	"PI 16"	"New"	"2"	"#1010788
#1010789
#1010790"
"1010770"	"#342054"	"Problem"	"AWARE: AHM_0003 Alarm being incorrectly cleared by AHM_0004"	"PI 16"	"Approved"	""	""
"1010769"	"#377437"	"Story"	"Feature 377437 ETT: Update ETT Laptop - Parts List"	"EA 15.2"	"Implementing"	"1"	""
"1010749"	"#1007536"	"Story"	"Feature 1007536: Draft Operational Scenarios for CONOPS section 6 Operational scenarios"	"EA 15.1"	"Done"	"3"	"#1018018"
"1010747"	"#1007536"	"Story"	"Feature 1007536: Define CONOPS section 5 Concepts for the proposed system"	"EA 15.3"	"New"	"5"	"#1010788
#1010789
#1010790"
"1010736"	"#1007536"	"Story"	"Feature 1007536: Define CONOPS section 4 Justification for and nature of changes"	"PI 16"	"New"	"5"	"#1010788
#1010789
#1010790"
"1010733"	"#1007536"	"Story"	"Feature 1007536: Define CONOPS section 3 Current system or situation"	"EA 15.3"	"New"	"5"	"#1010788
#1010789
#1010790"
"1010727"	"#1007536"	"Story"	"Feature 1007536: Define CONOPS section 2 Referenced documents"	"PI 16"	"New"	"1"	"#1010788
#1010789
#1010790"
"1010726"	"#1007536"	"Story"	"Feature 1007536: Define CONOPS section 1 Scope"	"EA 15.3"	"New"	"2"	"#1010788
#1010789
#1010790"
"1010718"	"#1007536"	"Story"	"Feature 1007536: Create blank CONOPS Appendix template for Capability Specification"	"EA 15.1"	"Done"	"1"	"#1010727
#1010726
#1010733
#1010783
#1010736
#1010749
#1010747
#1010781
#1010784
#1010785"
"1010713"	"#377437"	"Story"	"Feature 377437: Update Account Maintenance Plan (EAD 17)"	"EA 14.5"	"Done"	"3"	""
"1010708"	"#389549"	"Story"	"Support PPA"	"EA 14.2"	"Done"	"1"	""
"1010663"	"#396819"	"Story"	"Lab - Maintain Labs - RF, WCTB, WILMAs outage debug, recovery and repair - Tom G (14.2)"	"EA 14.2"	"Done"	"2"	""
"1010659"	"#1010653"	"Story"	"Feature 1010653: JDTA Redlines Associated with PI 15/EAD 17 [Task Analysis]"	"EA 15.5"	"New"	"1"	""
"1010658"	"#1010653"	"Story"	"Feature 1010653: Release Notes/Feature Demos Sprint EA 15.5 [Assess Training Needs]"	"EA 15.5"	"New"	"1"	""
"1010657"	"#1010653"	"Story"	"Feature 1010653: Release Notes/Feature Demos Sprint EA 15.4 [Assess Training Needs]"	"EA 15.4"	"New"	"2"	""
"1010656"	"#1010653"	"Story"	"Feature 1010653: Release Notes/Feature Demos Sprint EA 15.3 [Assess Training Needs]"	"EA 15.3"	"New"	"1"	""
"1010655"	"#1010653"	"Story"	"Feature 1010653: Release Notes/Feature Demos Sprint EA 15.2 [Assess Training Needs]"	"EA 15.2"	"Implementing"	"1"	""
"1010654"	"#1010653"	"Story"	"Feature 1010653: Release Notes/Feature Demos Sprint EA 15.1 [Assess Training Needs]"	"EA 15.1"	"Done"	"1"	""
"1010653"	"#262146"	"Feature"	"Assess Training Needs and Plan Training for Development During PI 15 (Recurring)"	"EA 15.5"	"Implementing"	""	""
"1010634"	"#393265"	"Story"	"Feature 393265: Provide Deployment Notes and Operator Impact Inputs"	"EA 15.4"	"New"	"1"	""
"1010631"	"#393265"	"Story"	"Feature 393265: IETM Admin Updates (EA 15.3)"	"EA 15.3"	"New"	"2"	""
"1010630"	"#393265"	"Story"	"Feature 393265: IETM Admin Updates (EA 15.2)"	"EA 15.2"	"Implementing"	"1"	""
"1010629"	"#393265"	"Story"	"Feature 393265: IETM Admin Updates (EA 15.1)"	"EA 15.1"	"Done"	"3"	""
"1010460"	"#380808"	"Story"	"Feature 380808: Test the WH NMF power-down/ power-up procedures for Nutanix"	"EA 15.3"	"New"	"2"	""
"1010440"	"#1010421"	"Story"	"Feature 1010421: Octopi Supply Support EA 15.5"	"EA 15.5"	"New"	"5"	""
"1010439"	"#1010421"	"Story"	"Feature 1010421: Octopi Supply Support EA 15.4"	"EA 15.4"	"New"	"3"	""
"1010432"	"#395855"	"Story"	"Feature 395855: Update 01-P52843E001 for Removing Connected AWARE"	"EA 14.2"	"Done"	"1"	""
"1010425"	"#1010421"	"Story"	"Feature 1010421: Octopi Supply Support EA 15.3"	"EA 15.3"	"New"	"5"	""
"1010424"	"#1010421"	"Story"	"Feature 1010421: Octopi Supply Support EA 15.2"	"EA 15.2"	"Implementing"	"5"	""
"1010423"	"#1010421"	"Story"	"Feature 1010421: Octopi Supply Support EA 15.1"	"EA 15.1"	"Done"	"5"	""
"1010421"	"#262146"	"Feature"	"PI 15 Supply Support Tracking (Recurring)"	"EA 15.5"	"Implementing"	""	""
"1010405"	"#395174"	"Story"	"Feature 395174: FRB Testing of the 1536_MHZ_ CLOCK_ SYNTHESIZER_ CARD, PN = WS2P/CLKGEN/1536, SN = 1000211"	"EA 14.5"	"Done"	"3"	""
"1010393"	"#390286"	"Story"	"Feature 390286: Resolve Issues with “MUOS Password Policy"" document"	"EA 14.2"	"Done"	"2"	""
"1010377"	"#380808"	"Story"	"Feature 380808: SIC team support: Install Splunk VMs from Scratch and regression (2600) Nutanix, Splunk HA"	"EA 15.2"	"Implementing"	"5"	""
"1010375"	"#380808"	"Story"	"Feature 380808: Install Nutanix SVD from scratch in the V-Lab on 2600 hardware"	"EA 15.2"	"Ready for Acceptance"	"3"	""
"1010273"	"#378000"	"Story"	"Feature 378000: AWARE O-Level Procedure Updates - Support of Independent Test (Dry Runs)"	"EA 14.1"	"Done"	"2"	""
"1010201"	"#241206"	"Problem"	"Appendix A changes on  FTP instructions for  new Windows 10 MTC/AJM laptop Needed for AJM SVD (Unclassified)"	"Future"	"Triage"	""	""
"1010200"	"#241206"	"Problem"	"Appendix A changes on  FTP instructions for  new Windows 10 MTC/AJM laptop Needed for AJM SVD"	"Future"	"Triage"	""	""
"1010120"	"#396819"	"Story"	"Lab - Maintain Labs - Facility Management, come up to speed on lab custodian tasks - Carl (14.1)"	"EA 14.1"	"Done"	"3"	""
"1010043"	"#1008506"	"Problem"	"IETM Style Guide update for ""Splunk Enterprise - Account Administration - Normal Operation Procedure"""	"PI 16"	"Assessing"	""	""
"1010039"	"#1008506"	"Problem"	"IETM Style Guide update for ""Accounting Management Troubleshooting - Normal Operation Procedure"""	"PI 16"	"Assessing"	""	""
"1009991"	"#354680"	"Story"	"ATO Maintenance: Verify IA Remediation for Access Control and Password Complexity on Splunk Servers"	"EA 14.3"	"Done"	"1"	""
"1009987"	"#396437"	"Story"	"Feature 396437: Document the RCG build process and generate a baseline build on rcg_dev before it is decomissioned"	"EA 14.2"	"Done"	"2"	""
"1009986"	"#396437"	"Story"	"Feature 396437: Identify and document what is on rcg_dev (code, tools, versions, etc.)"	"EA 14.2"	"Done"	"1"	""
"1009935"	"#342054"	"Story"	"Feature 342054: Test Report, needed 45 days prior to FRCB."	"PI 16"	"New"	"1"	""
"1009934"	"#342054"	"Story"	"Feature 342054: Complete System Operational Verification Test, SOVT, needed 45 days prior to FRCB (complete through CM Release) (Submit to LM by 7/28)"	"EA 15.2"	"Implementing"	"5"	""
"1009933"	"#342054"	"Story"	"Feature 342054: Complete BESEP (NRTP Sicily) and Submit to by <date>"	"EA 15.1"	"Done"	"1"	""
"1009932"	"#342054"	"Story"	"Feature 342054: Sicily Completion of Installation Design Plan IDP, needed 120 days prior to FRCB"	"EA 15.1"	"Done"	"1"	""
"1009930"	"#318380"	"Story"	"IETM Procedure: Feature demo the IETM changes for EAD 15"	"EA 14.1"	"Done"	"1"	""
"1009929"	"#318380"	"Story"	"Feature 318380: IETM Procedure: Falcons Update per Style Guide and Incoporate into IETM and MTB"	"EA 14.1"	"Done"	"2"	"#1009930"
"1009928"	"#318380"	"Story"	"IETM Procedure: Create instructions to use new FTP on Windows 10 MTC/AJM Laptop when performing AJM Repair and Replace"	"EA 14.1"	"Done"	"1"	"#1009929"
"1009907"	"#368860"	"Story"	"Feature: 368860 High-Level System Architecture ~ PtP"	"EA 14.1"	"Done"	"5"	""
"1009899"	""	"Problem"	"IETM update to AIU Installation and AIU Removal procedures, to identify correct tools"	"Unassigned"	"Assessing"	""	""
"1009818"	"#395174"	"Story"	"Feature 395174: FRB Testing of the AIR DEHYDRATOR, ADH3-COM of PN = 17479 (AU), SN = 1293 (AU)"	"EA 14.2"	"Done"	"3"	""
"1009817"	"#395174"	"Story"	"Feature 395174: FRB Testing of the AIR DEHYDRATOR, ADH3-COM of PN = 17479 (SC),  SN = 1337"	"EA 14.2"	"Done"	"3"	""
"1009816"	"#395174"	"Story"	"Feature 395174: FRB Testing of the AIR DEHYDRATOR, ADH3-COM of PN = 17479, SN = 1178 and SN 1267"	"EA 14.3"	"Done"	"3"	""
"1009808"	"#378000"	"Problem"	"Connected AWARE: SLE Alarm – AWARE failed to connect to SLE and alarm recovery procedure wiped out configuration parameters"	"EA 14.1"	"Closed"	""	""
"1009631"	"#379001"	"Story"	"Re-write and Test Problem 1009622 Story : Trouble ticket INC000004589736: WH- “RAF_ET_Alignment procedures document uses out of date satellite locations"" updates needed for new CI ILS Laptop Gen 2"	"EA 14.2"	"Done"	"2"	""
"1009630"	"#377437"	"Story"	"Rebase and Test Problem 1009622 Story : Trouble ticket INC000004589736: WH- “RAF_ET_Alignment procedures document uses out of date satellite locations"" updates needed for new CI ILS Laptop Gen 2"	"EA 15.1"	"Done"	"2"	""
"1009622"	"#395871"	"Problem"	"Trouble ticket INC000004589736: WH- “RAF_ET_Alignment procedures document uses out of date satellite locations"" updates needed for new CI ILS Laptop Gen 2"	"EA 14.2"	"Closed"	""	""
"1009591"	""	"Problem"	"ETI_2627 AXPIC Alarm Recovery Procedure Alternate Procedure Exists at Site, Should Be Incorporated into IETM"	"Future"	"Assessing"	""	""
"1009583"	""	"Problem"	"AWARE: Terminals could not proceed with OTAFT due to speed of AWARE scenarios"	"Unassigned"	"Assessing"	""	""
"1009581"	"#378000"	"Problem"	"AWARE: WH- awrsw101-wh-raf unable to login with emadmin or muos (failsafe) account"	"EA 14.1"	"Closed"	""	""
"1009580"	"#342054"	"Problem"	"MUOSAT-MHAL: sle_cpp - connection to SLE refused to open after being open in previous scenarios"	"PI 16"	"Approved"	""	""
"1009578"	"#378000"	"Problem"	"Connected AWARE: SLE Alarm – AWARE failed to connect to SLE and alarm recovery procedure wiped out configuration parameters"	"EA 14.1"	"Closed"	""	""
"1009548"	"#1003390"	"Story"	"Feature 1003390: Help measure MSL power at RBS"	"EA 14.4"	"Done"	"2"	""
"1009524"	""	"Problem"	"Earth Terminal Interface (ETI) Processing IETM Refers to Legacy Geolocation Functionality"	"Future"	"Assessing"	""	""
"1009513"	"#377408"	"Problem"	"Typos/Administrative Corrections to SSG20_LinkDown_Recovery_Procedure.pdf"	"EA 14.3"	"Closed"	""	""
"1009510"	"#318430"	"Story"	"Feature 318430 ETT Laptop - Feature Demo – Customer Demo Event"	"EA 14.1"	"Done"	"1"	""
"1009493"	"#384036"	"Story"	"Feature 384036: Update AAA\DNS to support the Nutanix integration in VLAB"	"EA 14.1"	"Done"	"1"	""
"1009491"	"#386935"	"Problem"	"Rebase MPC 14.27 into EAD16 baseline - Correct 5 KHz calibration bias. - Code Change needed only in RAF servers."	"EA 14.3"	"Closed"	""	""
"1009488"	""	"Problem"	"Determine if metrics should be kept to track alarms at site for possible board failures"	"Unassigned"	"Assessing"	""	""
"1009458"	"#1015911"	"Story"	"Feature 1015911: Development and Test"	"PI 16"	"New"	"5"	""
"1009457"	"#354174"	"Story"	"Feature 354174: Begin Review of IETM Update for SPLUNK Update"	"EA 14.1"	"Done"	"2"	""
"1009456"	"#1015911"	"Story"	"Feature 1015911: Development and Test (15.3 - Chad)"	"EA 15.3"	"New"	"5"	""
"1009455"	"#1009453"	"Story"	"Feature 1009453: Execute tests for DL power spike investigation (Lab team)"	"EA 15.2"	"Implementing"	"2"	""
"1009453"	"#1016405"	"Feature"	"Determine Cause of DL Power Spikes causing RNC Congestion"	"EA 15.3"	"Implementing"	""	"#1017077"
"1009426"	"#1017680"	"Story"	"Rebase and Test Problem 1006145 Story : FEP SVD needs to be updated to include depot instructions for configuration for new part number dehydrator"	"EA 15.1"	"Done"	"1"	""
"1009425"	"#1016383"	"Problem"	"Update Whitelist, and QuestDoor filters with additional alarms"	"PI 16"	"Approved"	""	""
"1009291"	"#318430"	"Story"	"Quick Functional test of MTC /AJM and ETT Gen2 Laptops"	"EA 14.2"	"Done"	"1"	""
"1009268"	""	"Problem"	"[MAINT] When group Tx override got denied, it could take up 2 minutes to be back a listener"	"Unassigned"	"Assessing"	""	""
"1009091"	"#1001912"	"Story"	"Feature 1001912: WF PWI burndown"	"EA 14.2"	"Done"	"3"	""
"1009066"	"#384036"	"Story"	"Feature 384036: Get ClearCase and ClearQuest Accounts to support NEDB"	"EA 14.1"	"Done"	"1"	""
"1009021"	"#396819"	"Story"	"Lab - Maintain Labs - RF, WCTB, WILMAs outage debug, recovery and repair - Tom G. (14.1)"	"EA 14.1"	"Done"	"2"	""
"1009017"	"#382895"	"Story"	"Feature 382895: ADI/EMI/PRISM Support"	"EA 14.1"	"Done"	"2"	""
"1009015"	"#382895"	"Story"	"Feature 382895: ADI/EMI/PRISM Support (Tom)"	"EA 14.1"	"Done"	"1"	""
"1009012"	"#382895"	"Story"	"Feature 382895: ADI/EMI/PRISM Support (Glen)"	"EA 14.1"	"Done"	"2"	""
"1008981"	"#378000"	"Story"	"Feature 378000: GSAM (AMP) Updates for AWARE O-Level Procedures"	"EA 14.1"	"Done"	"1"	""
"1008967"	"#377437"	"Story"	"Rebase and Test Problem 1008917 Story : WH- Manual RRT MATLAB code has out of date M50x associations. Need to associate M502 with PAC and M503 with CONUS"	"EA 15.2"	"Implementing"	"2"	""
"1008917"	""	"Problem"	"WH- Manual RRT MATLAB code has out of date M50x associations. Need to associate M502 with PAC and M503 with CONUS"	"Future"	"Assessing"	""	""
"1008840"	"#381608"	"Story"	"Feature 381608: Create the Site Functional Test Cases"	"EA 14.1"	"Done"	"1"	""
"1008818"	"#379761"	"Story"	"Feature 379761 FM Whitelist: MFR 1 write up"	"EA 14.3"	"Done"	"1"	""
"1008817"	"#354871"	"Story"	"Feature 354871: Integration and testing of NAVSOC OA Workstation upgrade (14.5)"	"EA 14.5"	"Done"	"3"	""
"1008816"	"#378000"	"Story"	"Feature 378000: AWARE for SC IETM Updates - Independent Test (Dry Runs) - Observer"	"EA 14.1"	"Done"	"8"	""
"1008804"	"#372921"	"Story"	"Support RMF IATT effort for call banks (Cyber) - 14.4"	"EA 14.4"	"Done"	"3"	""
"1008796"	"#378000"	"Problem"	"AWARE Alarm Recovery Procedures Refer to Accounts/Passwords that Do Not Exist at Site (Account Maintenance Plan)"	"EA 14.1"	"Closed"	""	""
"1008793"	"#378000"	"Problem"	"Unable to Log Out User from AWARE VM"	"EA 14.1"	"Closed"	""	""
"1008791"	"#378000"	"Problem"	"Typos/Administrative Errors in AWARE Alarm Recovery and IETM Procedures"	"EA 14.1"	"Closed"	""	""
"1008736"	"#381524"	"Story"	"Feature 381524 PB: Create recovery procedure for new prov bridge faults"	"EA 14.4"	"Done"	"5"	"#381528"
"1008734"	"#386935"	"Story"	"Feature 386935: Update IETM Procedure - Regular Maintenance Procedure for backing up Geo DB files."	"EA 14.1"	"Done"	"2"	""
"1008724"	"#381524"	"Story"	"Feature 381524 PB: Support Fix Problem 381547"	"EA 14.4"	"Done"	"2"	""
"1008719"	"#396819"	"Story"	"Lab - Maintain Labs - Bring up / Maintain WDE radio for PWI Burndown feature - Marroquin (14.5)"	"EA 14.5"	"Done"	"2"	""
"1008718"	"#396819"	"Story"	"Lab - Maintain Labs - Bring up / Maintain WDE radio for PWI Burndown feature - Marroquin (14.4)"	"EA 14.4"	"Done"	"2"	""
"1008715"	"#396819"	"Story"	"Lab - Maintain Labs - Bring up / Maintain WDE radio for PWI Burndown feature - Marroquin (14.3)"	"EA 14.3"	"Done"	"2"	""
"1008713"	"#396819"	"Story"	"Lab - Maintain Labs - Bring up / Maintain WDE radio for PWI Burndown feature - Marroquin (14.1)"	"EA 14.1"	"Done"	"2"	""
"1008712"	"#396819"	"Story"	"Lab - Maintain Labs - Bring up / Maintain WDE radio for PWI Burndown feature - Chavez (14.5)"	"EA 14.5"	"Done"	"2"	""
"1008711"	"#396819"	"Story"	"Lab - Maintain Labs - Bring up / Maintain WDE radio for PWI Burndown feature - Chavez (14.4)"	"EA 14.4"	"Done"	"2"	""
"1008710"	"#396819"	"Story"	"Lab - Maintain Labs - Bring up / Maintain WDE radio for PWI Burndown feature - Chavez (14.3)"	"EA 14.3"	"Done"	"2"	""
"1008709"	"#396819"	"Story"	"Lab - Maintain Labs - Bring up / Maintain WDE radio for PWI Burndown feature - Chavez (14.2)"	"EA 14.2"	"Done"	"2"	""
"1008707"	"#396819"	"Story"	"Lab - Maintain Labs - Bring up / Maintain WDE radio for PWI Burndown feature - Chavez (14.1)"	"EA 14.1"	"Done"	"2"	""
"1008697"	"#384084"	"Story"	"Feature 384084: Support Feature Demo – Customer Demo Event"	"EA 16.4"	"New"	"1"	""
"1008685"	"#384084"	"Story"	"Feature 384084: Update rules files, integrate & test"	"EA 14.2"	"Done"	"2"	""
"1008681"	"#384084"	"Story"	"Feature 384084: Support create STCD and review with stakeholders"	"EA 14.2"	"Done"	"1"	""
"1008673"	"#384084"	"Story"	"Feature 384084: FM Topology - Perform Iterative Implementation, Integration, development Testing including updating design"	"EA 14.2"	"Done"	"2"	""
"1008663"	"#384036"	"Story"	"Feature 384036: Incorporate AAA Config into Nutanix SVD"	"EA 14.1"	"Done"	"3"	""
"1008646"	"#395373"	"Story"	"VMP: Support PMW-146 Review - 14.4"	"EA 14.4"	"Done"	"3"	""
"1008645"	"#395373"	"Story"	"VMP: Continue Developing the Operational Scan Plan - 14.3"	"EA 14.3"	"Done"	"3"	""
"1008644"	"#385442"	"Story"	"Feature 385442: Capabilities Specification Documentation -  Section 14 - Integration and Test Strategy Continue from 14.1 [14.4]"	"EA 14.4"	"Done"	"3"	""
"1008643"	"#395373"	"Story"	"VMP: Development of an Operational Scan Plan- 14.1"	"EA 14.1"	"Done"	"3"	""
"1008640"	"#354680"	"Story"	"Feature 354680 (Site): Verify SIPRNET access to search head in VLAB"	"EA 14.2"	"Done"	"2"	""
"1008639"	"#1004171"	"Story"	"Feature 1004171: Test group solution (14.3)"	"EA 14.4"	"Done"	"2"	""
"1008635"	"#1001912"	"Story"	"Feature 1001912: WF PWI burndown - Yue-Chain"	"EA 14.3"	"Done"	"3"	""
"1008625"	"#1007536"	"Story"	"Feature 1007536: Review and Rework 2-Factor PowerPoint Proposal"	"EA 14.4"	"Done"	"3"	""
"1008623"	"#1007536"	"Story"	"Feature 1007536: Review & Approve 2-factor PowerPoint Proposal"	"EA 14.4"	"Done"	"2"	""
"1008622"	"#395835"	"Story"	"Support application review for DADMs applicability - 14.1"	"EA 14.1"	"Done"	"1"	""
"1008621"	"#1007536"	"Story"	"Feature 1007536: Review and Present 2-Factor PowerPoint Proposal"	"EA 14.4"	"Done"	"2"	"#1007542
#1007543
#1007544"
"1008620"	"#262134"	"Feature"	"Lab – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - Part B"	"EA 15.5"	"Implementing"	""	""
"1008615"	"#1004171"	"Story"	"Feature 1004171: Create instrumented build for group prov fix scenarios"	"EA 14.2"	"Done"	"2"	""
"1008611"	"#1007536"	"Story"	"Decompose Story 1007542, Story 1007544, and Story 1007543"	"EA 14.2"	"Done"	"3"	"#1007542
#1007543
#1007544"
"1008609"	"#392743"	"Story"	"Feature 392743: Fix problem 354579 - part 4"	"EA 14.2"	"Done"	"3"	"#1008584"
"1008605"	"#392743"	"Story"	"Feature 392743: Fix problem 354579 - part 3"	"EA 14.2"	"Done"	"2"	"#1008609"
"1008600"	"#395373"	"Story"	"Generate DTA Process Document for MUOS"	"EA 14.2"	"Done"	"5"	""
"1008593"	"#1001248"	"Story"	"Feature 1001248 OTAP: IETM updates - ILS"	"EA 14.3"	"Done"	"1"	""
"1008592"	"#1001248"	"Story"	"Feature 1001248 OTAP: IETM updates"	"EA 14.3"	"Done"	"1"	""
"1008591"	"#354174"	"Story"	"Feature 354174 Splunk IETM: Feature demo prep"	"EA 14.3"	"Done"	"3"	""
"1008590"	"#354174"	"Story"	"Feature 354174 Splunk IETM: Dry runs - Joel"	"EA 14.2"	"Done"	"2"	""
"1008589"	"#354174"	"Story"	"Feature 354174 Splunk IETM: Dry runs"	"EA 14.2"	"Done"	"2"	""
"1008588"	"#354174"	"Story"	"Feature 354174 Splunk IETM: Test/Dry run procedure 313670 fix"	"EA 14.2"	"Done"	"2"	""
"1008587"	"#354174"	"Story"	"Feature 354174 Splunk IETM: Splunk HA IETM Review"	"EA 14.2"	"Done"	"1"	""
"1008586"	"#354174"	"Story"	"Feature 354174 Splunk IETM: Review fix for problem 313670"	"EA 14.2"	"Done"	"1"	""
"1008585"	"#392743"	"Story"	"Feature 392743 ATO: Feature Demo – Customer Demo Event"	"EA 14.4"	"Done"	"1"	""
"1008584"	"#392743"	"Story"	"Feature 392743 ATO: demo prep"	"EA 14.3"	"Done"	"1"	"#1008585"
"1008583"	"#392743"	"Story"	"Feature 392743 ATO: create STCD"	"EA 14.2"	"Done"	"1"	""
"1008582"	"#392743"	"Story"	"Feature 392743 ATO: MFR 1 write up"	"EA 14.2"	"Done"	"1"	""
"1008555"	"#390286"	"Story"	"Feature 390286: Support MPC to Disable LLMNR and NetBIOS (Phase 1 of N)"	"EA 14.3"	"Done"	"5"	""
"1008550"	"#354680"	"Story"	"Feature 354680 (Site): IA Posture Assessment - part 2"	"EA 14.3"	"Done"	"3"	""
