"Id"	"Parent"	"Type"	"Summary"	"Planned For"	"Status"	"Story Points (numeric)"	"Blocks"
"1013273"	"#1013270"	"Task"	"Feature 384036 Nutanix: Cisco IETM Stories Container Tasks"	"PI 14"	"Invalid"	""	""
"1013272"	""	"Task"	"Feature 384036 Nutanix: Nutanix IETM Stories Container Tasks"	"PI 14"	"Invalid"	""	""
"1013271"	"#384036"	"Task"	"Feature 384036 Nutanix: SVD Work Category Container Task"	"PI 14"	"Invalid"	""	""
"1013270"	"#384036"	"Task"	"Feature 384036 Nutanix: IETM Work Category Container Task"	"PI 14"	"Invalid"	""	""
"1013259"	"#243395"	"Feature"	"PI 17 Deployment On-site Support (Recurring)"	"PI 17"	"Draft"	""	""
"1013237"	"#1013233"	"Story"	"Review User Service Profile Rekey Issues design and incorporate changes"	"PI 16"	"New"	"5"	""
"1013236"	"#1013233"	"Story"	"Create User Service Profile Rekey Issues design - part 2"	"PI 16"	"New"	"5"	""
"1013235"	"#1013233"	"Story"	"Create User Service Profile Rekey Issues design - part 1"	"PI 16"	"New"	"5"	""
"1013234"	"#388154"	"Feature"	"OBS - PPA Prototyping"	"EA 15.4"	"Implementing"	""	""
"1013233"	"#1013220"	"Feature"	"Address User Service Profile Rekey Issues (Design)"	"PI 16"	"Approved"	""	""
"1013188"	""	"Story"	"Feature 1012503: Generate patch Installation and verification instructions for the NMS RM Guards in SWIT/VLAB (part 2)"	"EA 14.3"	"Invalid"	"0"	""
"1013187"	""	"Story"	"Feature 1012503: Perform SWIT testing for the patch and installation instructions of the NMS RM Guards (part 2)"	"EA 14.4"	"Invalid"	"0"	""
"1013178"	"#1012485"	"Story"	"Feature 1012485: Update to include Cyber Inputs (JDTA)"	"EA 16.1"	"Invalid"	"0"	""
"1013151"	""	"Problem"	"Nominal Telemetry in the generateMuosDatabase Script"	"Unassigned"	"Assessing"	""	""
"1013150"	"#1013136"	"Story"	"<Feature xxx>: Initiate CM PDO Processing for all CI's"	"PI 15 - Candidate"	"Invalid"	"0"	""
"1013149"	"#1013136"	"Story"	"<Feature xxx>- Prep and Perform Feature Demo – Customer Demo Event"	"PI 15 - Candidate"	"Invalid"	"0"	"#1013150"
"1013148"	"#1013136"	"Story"	"<Feature xxx>: Review the Site Functional Test Plan within STCD and get customer stakeholder approval"	"PI 15 - Candidate"	"Invalid"	"0"	"#1013149"
"1013147"	"#1013136"	"Story"	"<Feature xxx>: Execute STCD Feature Integration and testing including STCD updates identified"	"PI 15 - Candidate"	"Invalid"	"0"	"#1013149"
"1013146"	"#1013136"	"Story"	"<Feature xxx>: Provide Development inputs to common documents"	"PI 15 - Candidate"	"Invalid"	"0"	"#1013149"
"1013145"	"#1013136"	"Story"	"<Feature xxx>: ILS Incorporation of IETM updates and integration support (Change back to Falcons)"	"PI 15 - Candidate"	"Invalid"	"0"	""
"1013144"	"#1013136"	"Story"	"<Feature xxx> UX Research and Design Support (Change back to UX Team)"	"PI 15 - Candidate"	"Invalid"	"0"	""
"1013143"	"#1013136"	"Story"	"<Feature xxx>: Develop IETMs and Perform Development Testing"	"PI 15 - Candidate"	"Invalid"	"0"	"#1013149"
"1013142"	"#1013136"	"Story"	"<Feature xxx>: MFR 1 – Dev Team Performs Cybersecurity Assessment"	"PI 15 - Candidate"	"Invalid"	"0"	"#1013149"
"1013141"	"#1013136"	"Story"	"<Feature xxx>: Perform Iterative Implementation, Integration, development Testing including updating design"	"PI 15 - Candidate"	"Invalid"	"0"	"#1013149"
"1013140"	"#1013136"	"Story"	"<Feature xxx>: Provide Deployment Notes and Operator Impact Inputs"	"PI 15 - Candidate"	"Invalid"	"0"	"#1013149"
"1013139"	"#1013136"	"Story"	"<Feature xxx>: Create STCD and review with stakeholders"	"PI 15 - Candidate"	"Invalid"	"0"	"#1013147
#1013141
#1013148
#1013149"
"1013138"	"#1013136"	"Story"	"<Feature xxx> Document Initial capability specification and detailed design to start Implementation"	"PI 15 - Candidate"	"Invalid"	"0"	"#1013141
#1013139"
"1013137"	"#1013136"	"Story"	"Feature 1013136: WF PWI Burndown and testing - Sang"	"EA 15.1"	"Done"	"5"	""
"1013136"	"#245573"	"Feature"	"Burn Down the WF PWI Backlog with Priority"	"PI 16 - In Progress"	"Implementing"	""	""
"1013125"	"#379175"	"Task"	"Holly Traver PTO (EA 15.4 (5/21))"	"EA 15.4"	"Invalid"	""	""
"1013115"	"#378964"	"Task"	"Bernie Southerland PTO (EA 15.3 (5/7 - 5/8))"	"EA 15.3"	"Invalid"	""	""
"1013114"	"#1002345"	"Problem"	"Account recovery for user NODE.DPA has incorrect command"	"PI 16"	"Approved"	""	""
"1013113"	"#378964"	"Task"	"Cecilia Reynolds PTO (EA 15.5 (6/5))"	"EA 15.5"	"New"	""	""
"1013111"	"#379001"	"Task"	"Re-apply Problem 1013107 Task for Deployment : New eRxIM Values after Relocation"	"Unassigned"	"New"	""	""
"1013110"	"#379001"	"Story"	"Rebase and Test Problem 1013107 Story : New eRxIM Values after Relocation"	"Unassigned"	"New"	"2"	""
"1013109"	"#378964"	"Task"	"Anthony Silva PTO (EA 15.3 (5/7 - 5/15))"	"EA 15.3"	"New"	""	""
"1013108"	"#378964"	"Task"	"Anthony Silva PTO (EA 15.2 (4/28 - 5/6))"	"EA 15.2"	"In Development"	""	""
"1013101"	""	"Task"	"Testing Date Assigned - Not Asessed yet"	"Unassigned"	"Invalid"	""	""
"1013100"	"#1013086"	"Story"	"<Feature xxx>: Initiate CM PDO Processing for all CI's"	"PI 14 - Candidate"	"Invalid"	"0"	""
"1013099"	"#1013086"	"Story"	"<Feature xxx>- Prep and Perform Feature Demo – Customer Demo Event"	"PI 14 - Candidate"	"Invalid"	"0"	"#1013100"
"1013098"	"#1013086"	"Story"	"<Feature xxx>: Review the Site Functional Test Plan within STCD and get customer stakeholder approval"	"PI 14 - Candidate"	"Invalid"	"0"	"#1013099"
"1013097"	"#1013086"	"Story"	"<Feature xxx>: Execute STCD Feature Integration and testing including STCD updates identified"	"PI 14 - Candidate"	"Invalid"	"0"	"#1013099"
"1013096"	"#1013086"	"Story"	"<Feature xxx>: Provide Development inputs to common documents"	"PI 14 - Candidate"	"Invalid"	"0"	"#1013099"
"1013095"	"#1013086"	"Story"	"<Feature xxx>: ILS Incorporation of IETM updates and integration support (Change back to Falcons)"	"PI 14 - Candidate"	"Invalid"	"0"	""
"1013094"	"#1013086"	"Story"	"<Feature xxx> UX Research and Design Support (Change back to UX Team)"	"PI 14 - Candidate"	"Invalid"	"0"	""
"1013093"	"#1013086"	"Story"	"<Feature xxx>: Develop IETMs and Perform Development Testing"	"PI 14 - Candidate"	"Invalid"	"0"	"#1013099"
"1013092"	"#1013086"	"Story"	"<Feature xxx>: MFR 1 – Dev Team Performs Cybersecurity Assessment"	"PI 14 - Candidate"	"Invalid"	"0"	"#1013099"
"1013091"	"#1013086"	"Story"	"<Feature xxx>: Perform Iterative Implementation, Integration, development Testing including updating design"	"PI 14 - Candidate"	"Invalid"	"0"	"#1013099"
"1013090"	"#1013086"	"Story"	"<Feature xxx>: Provide Deployment Notes and Operator Impact Inputs"	"PI 14 - Candidate"	"Invalid"	"0"	"#1013099"
"1013089"	"#1013086"	"Story"	"<Feature xxx>: Create STCD and review with stakeholders"	"PI 14 - Candidate"	"Invalid"	"0"	"#1013091
#1013099
#1013097
#1013098"
"1013088"	"#1013086"	"Story"	"<Feature xxx> Document Initial capability specification and detailed design to start Implementation"	"PI 14 - Candidate"	"Invalid"	"0"	"#1013091
#1013089"
"1013087"	"#1013086"	"Task"	"<Feature xxx> Hold Feature Review with SMEs"	"PI 14 - Candidate"	"Invalid"	""	""
"1013086"	""	"Feature"	"<Feature xxx> MFR1 Template"	"PI 14 - Candidate"	"Rejected"	""	""
"1013077"	"#1013063"	"Story"	"Feature 1013063 Periodically notify MFTs to perform OTA-FT:  Initiate CM PDO Processing for all CI's"	"PI 16"	"New"	"1"	""
"1013076"	"#1013063"	"Story"	"Feature 1013063 Periodically notify MFTs to perform OTA-FT: Prep and Perform Feature Demo – Customer Demo Event"	"PI 16"	"New"	"1"	"#1013077"
"1013075"	"#1013063"	"Story"	"Feature 1013063 Periodically notify MFTs to perform OTA-FT: Review the Site Functional Test Plan within STCD and get customer stakeholder approval"	"PI 16"	"New"	"1"	"#1013076"
"1013074"	"#1013063"	"Story"	"Feature 1013063 Periodically notify MFTs to perform OTA-FT: Execute STCD Feature Integration and testing including STCD updates identified"	"PI 16"	"New"	"5"	"#1013076"
"1013073"	"#1013063"	"Story"	"Feature 1013063 Periodically notify MFTs to perform OTA-FT: Provide Development inputs to common documents"	"PI 16"	"Invalid"	"0"	"#1013076"
"1013072"	"#1013063"	"Story"	"Feature 1013063 Periodically notify MFTs to perform OTA-FT: ILS Incorporation of IETM updates and integration support (Change back to Falcons)"	"PI 16"	"Invalid"	"0"	""
"1013071"	"#1013063"	"Story"	"Feature 1013063 Periodically notify MFTs to perform OTA-FT:  UX Research and Design Support (Change back to UX Team)"	"PI 16"	"Invalid"	"0"	""
"1013070"	"#1013063"	"Story"	"Feature 1013063 Periodically notify MFTs to perform OTA-FT: Develop IETMs and Perform Development Testing"	"PI 16"	"Invalid"	"0"	"#1013076"
"1013069"	"#1013063"	"Story"	"Feature 1013063 Periodically notify MFTs to perform OTA-FT: MFR 1 – Dev Team Performs Cybersecurity Assessment"	"PI 16"	"New"	"1"	"#1013076"
"1013068"	"#1013063"	"Story"	"Feature 1013063 Periodically notify MFTs to perform OTA-FT: Update database schema to add new ""last update date"" to OtapMuosCaller table"	"PI 16"	"New"	"3"	"#1013076"
"1013067"	"#1013063"	"Story"	"Feature 1013063 Periodically notify MFTs to perform OTA-FT: Provide Deployment Notes and Operator Impact Inputs"	"PI 16"	"New"	"1"	"#1013076"
"1013066"	"#1013063"	"Story"	"Feature 1013063 Periodically notify MFTs to perform OTA-FT: Create STCD and review with stakeholders"	"PI 16"	"New"	"2"	"#1013075
#1013074
#1013068
#1013076"
"1013065"	"#1013063"	"Story"	"Feature 1013063 Periodically notify MFTs to perform OTA-FT:  Document detailed design to start Implementation"	"PI 16"	"New"	"3"	"#1013068
#1013066"
"1013064"	"#1013063"	"Task"	"Feature 1013063 Periodically notify MFTs to perform OTA-FT:  Hold Feature Review with SMEs"	"PI 16"	"New"	""	""
"1013063"	"#204273"	"Feature"	"Periodically notify MFTs to perform OTA-FT"	"PI 16"	"Approved"	""	""
"1013056"	"#380808"	"Story"	"Feature 380808: MFR 3 – CSE Completes Final CAP for Nutanix"	"EA 16.2"	"New"	"2"	"#1013060"
"1013032"	"#284257"	"Feature"	"Bulk Edit of User Service Profiles (Design)"	"PI 17"	"Draft"	""	""
"1013001"	"#1002583"	"Story"	"Tools Team Support / LOE for SDE/ODE for EA 15.3"	"EA 15.3"	"Implementing"	"1"	""
"1013000"	"#1002583"	"Story"	"Tools Team Support / LOE for SDE/ODE for EA 15.5"	"EA 15.5"	"New"	"1"	""
"1012999"	"#1002583"	"Story"	"Tools Team Support / LOE for SDE/ODE for EA 15.4"	"EA 15.4"	"New"	"1"	""
"1012998"	"#1002583"	"Story"	"Tools Team Support / LOE for SDE/ODE for EA 15.1"	"EA 15.1"	"Done"	"1"	""
"1012997"	"#1012996"	"Story"	"Tools Team Support / LOE for RAN/RDE for EA 15.1"	"EA 15.1"	"Done"	"3"	""
"1012996"	"#243505"	"Feature"	"Tools Team Support / LOE for RAN/RDE Environment in PI 15"	"EA 15.5"	"Implementing"	""	""
"1012994"	"#1001912"	"Story"	"Feature 1001912: WF PWI burndown - Fernando"	"EA 14.3"	"Done"	"3"	""
"1012988"	"#382895"	"Story"	"Feature 382895: ADI/EMI/PRISM Support - Test Planning Prep for WH Activity"	"EA 14.5"	"Invalid"	"0"	""
"1012987"	"#382895"	"Story"	"Feature 382895: ADI/EMI/PRISM Support - Test Planning Prep for WH Activity"	"EA 14.5"	"Done"	"1"	""
"1012986"	""	"Story"	"Feature 382895: ADI/EMI/PRISM Support - Test Planning Prep for WH Activity"	"Unassigned"	"Invalid"	"0"	""
"1012932"	"#381524"	"Story"	"IETM update to fix problem 359338 Alarm Recovery GP__9022: Clarify which section to perform of Referenced Procedure"	"EA 15.2"	"Done"	"2"	""
"1012921"	"#382895"	"Story"	"Feature 382895: ADI/EMI/PRISM Support - Test Planning Prep for WH Activity"	"EA 14.3"	"Done"	"1"	""
"1012890"	"#386935"	"Story"	"Feature 386935: MUOS Geolocation Support/Maintenance EAD 16:  Support Emory with document support for customer concurrence on Geo EAD16 release"	"EA 14.4"	"Done"	"2"	""
"1012888"	"#354174"	"Story"	"Feature 354174 Splunk IETM: Test/Dry run procedure 313670 fix (Part 2)"	"EA 14.3"	"Done"	"2"	""
"1012884"	"#396663"	"Story"	"Feature 396663: JDTA Redlines Associated with PI 13/EAD 15 [Task Analysis]"	"EA 14.3"	"Done"	"1"	""
"1012862"	"#342054"	"Problem"	"AWARE MariaDB general log file is getting too large"	"PI 16"	"Approved"	""	""
"1012859"	"#396819"	"Story"	"Lab - Maintain Labs - Technician 2 including lab maintenance, installs and repairs - Beth (14.3)"	"EA 14.3"	"Done"	"3"	""
"1012856"	"#395114"	"Story"	"Feature 395114: Capture Updates to be Used in the CDRL A009 Report"	"EA 15.5"	"New"	"1"	""
"1012855"	"#395174"	"Story"	"Feature 395174: Capture Updates to be Used in the CDRL A009 Report (RBD Report)"	"EA 14.5"	"Done"	"1"	""
"1012853"	"#1012847"	"Task"	"Feature 1012847: Create PDO to Release CDRL A009"	"PI 17"	"New"	""	""
"1012852"	"#1012847"	"Story"	"Feature 1012847: Finalize CDRL A009"	"PI 17"	"New"	"1"	""
"1012851"	"#1012847"	"Task"	"Feature 1012847: Internally Review Updates to the CDRL A009"	"PI 17"	"New"	""	""
"1012850"	"#1012847"	"Story"	"Feature 1012847: Update CDRL A009 with Modification Discovered in Prior Submissions and Current State"	"PI 17"	"New"	"1"	""
"1012849"	"#1012847"	"Story"	"Feature 1012847: Review Modifications from Prior Submittals"	"PI 17"	"New"	"2"	""
"1012848"	"#1012847"	"Story"	"Feature 1012847: Review Previous RBD Submittal"	"PI 17"	"New"	"1"	""
"1012847"	"#262146"	"Feature"	"Reliability & Maintainability (R&M) Block Diagrams & Mathematical Models Report (CDRL A009)"	"PI 16 - Candidate"	"Approved"	""	""
"1012839"	"#342054"	"Story"	"Feature 342054: Dry run and capture Redlines for AWARE alignment procedure installation section"	"EA 15.3"	"New"	"3"	""
"1012824"	"#384036"	"Story"	"Feature 384036: Nutanix SVD update with password recovery procedure"	"EA 14.4"	"Done"	"3"	""
"1012823"	"#384036"	"Story"	"Feature 384036: Cisco switch SVD updates (mostly non-technical content)"	"EA 14.4"	"Done"	"3"	""
"1012822"	"#384036"	"Story"	"Feature 384036: Complete IETM procedures for Cisco 10 GIG Switch"	"EA 14.3"	"Done"	"5"	""
"1012821"	"#380808"	"Story"	"Feature 380808: Complete review, build & release Extreme Switch SVD"	"PI 16"	"New"	"2"	""
"1012820"	"#384036"	"Story"	"Feature 384036: Update Extreme Switch SVD for new connections to LAN221/222"	"EA 14.3"	"Done"	"3"	""
"1012819"	"#384036"	"Story"	"Feature 384036: complete SVD migration instructions in Nutanix SVDs"	"EA 14.4"	"Invalid"	"0"	""
"1012818"	"#380808"	"Story"	"Feature 380808: Install Nutanix SuperMicro loaner equipment into SWIT NME 201"	"EA 15.1"	"Done"	"1"	""
"1012817"	"#384036"	"Story"	"Feature 384036: Move NME201 and NME202 from SWIT to V-lab"	"EA 14.5"	"Invalid"	"0"	""
"1012816"	"#384036"	"Story"	"Feature 384036: Build NME201and NME202 in SWIT to production spec"	"EA 14.5"	"Invalid"	"0"	""
"1012809"	"#342054"	"Story"	"Fix Problem 1009580: MUOSAT-MHAL: sle_cpp - connection to SLE refused to open after being open in previous scenarios"	"EA 14.3"	"Done"	"1"	"#1012804"
"1012808"	"#342054"	"Story"	"Analyze Problem 1010770: AWARE: AHM_0003 Alarm being incorrectly cleared by AHM_0004"	"EA 14.3"	"Done"	"5"	"#1012804"
"1012807"	"#342054"	"Story"	"Analyze Problem 1010770: AWARE: AHM_0003 Alarm being incorrectly cleared by AHM_0004"	"EA 14.3"	"Done"	"5"	"#1012804"
"1012806"	"#342054"	"Story"	"Feature 342054: Add Sicily installation back into the AV/HIDS SVD"	"PI 16"	"New"	"3"	""
"1012805"	"#342054"	"Story"	"Feature 342054: Add Sicily installation back into the AWARE SVD"	"PI 16"	"New"	"3"	""
"1012804"	"#342054"	"Story"	"Feature 342054: Sicily Connected AWARE IETM Updates"	"Unassigned"	"Invalid"	"0"	""
"1012803"	"#342054"	"Story"	"Feature 342054: Create MPCs related to PWI 1009580 (EAD 15 release)"	"EA 14.3"	"Done"	"1"	""
"1012780"	"#372921"	"Story"	"Support RMF IATT effort for call banks (Cyber) - 14.3"	"EA 14.3"	"Done"	"5"	""
"1012777"	"#376446"	"Story"	"Feature 376446: Develop PPP Driver/Configuration"	"EA 14.4"	"Done"	"3"	""
"1012763"	"#1012847"	"Task"	"Story xxxxxx: CM Release of REL_GD-A547A_004: CDRL A009 – ILS – R&M Block Diagrams (EAD 19)"	"PI 17"	"New"	""	""
"1012762"	""	"Task"	"Story 393213: CM Release of 69-P50495E - INTERCONNECT DIAGRAM - SF/NMF, WAHIAWA (EAD 17)"	"PI 15"	"Invalid"	""	""
"1012761"	"#380808"	"Task"	"Feature 380808: Submit PDO for 69-P57163M - INTERCONNECT DIAGRAM - NME 9"	"PI 15"	"New"	""	""
"1012759"	"#380808"	"Task"	"Feature 380808: Submit PDO for 01-P53569E - NME 9 CABINET ASSEMBLY - NMA"	"PI 15"	"New"	""	""
"1012758"	"#380808"	"Task"	"Feature 380808: Submit PDO for 69-P57162M - NMS_NM - INTERCONNECT DIAGRAM - NME 8"	"PI 15"	"New"	""	""
"1012757"	"#380808"	"Task"	"Feature 380808: Submit PDO for PL01-P53578E001 - NMS_NM - NME 8 CABINET ASSEMBLY"	"PI 15"	"New"	""	""
"1012756"	"#380808"	"Task"	"Feature 380808: Submit PDO for 01-P53578E - NMS_NM - NME 8 CABINET ASSEMBLY – NM"	"PI 15"	"New"	""	""
"1012755"	""	"Task"	"Story 393213: CM Release of 69-P50495E - INTERCONNECT DIAGRAM - SF/NMF, WAHIAWA (EAD 17)"	"PI 15"	"Invalid"	""	""
"1012754"	"#380808"	"Task"	"Feature 380808: Submit PDO for 69-P59873M - INTERCONNECT DIAGRAM - NME 202 - NMS"	"PI 15"	"New"	""	""
"1012750"	"#380808"	"Task"	"Feature 380808: Submit PDO for 69-P59869M - INTERCONNECT DIAGRAM - NME 201 - NMS"	"PI 15"	"New"	""	""
"1012748"	"#368857"	"Feature"	"Canada FMS Capability Spec Initial Draft"	"PI 16 - In Progress"	"Implementing"	""	""
"1012747"	"#1012503"	"Story"	"Feature 1012503: Provide TOFF SME (system admin) support for patching RM Guards in the labs (part 1)"	"EA 14.3"	"Done"	"2"	""
"1012743"	"#396437"	"Story"	"Feature 396437: Document the RCG build process and generate a baseline build on azdc-clrdev14"	"EA 14.3"	"Done"	"2"	""
"1012737"	"#342054"	"Task"	"Re-apply Problem 1009580 Task for Deployment : MUOSAT-MHAL: sle_cpp - connection to SLE refused to open after being open in previous scenarios"	"EA 15.4"	"New"	""	""
"1012736"	"#342054"	"Story"	"Rebase and Test Problem 1009580 Story : MUOSAT-MHAL: sle_cpp - connection to SLE refused to open after being open in previous scenarios"	"EA 15.4"	"New"	"2"	""
"1012727"	"#388004"	"Story"	"Feature 388004: TD0202-18-13 Unclass GDS Analysis"	"EA 14.3"	"Done"	"1"	""
"1012726"	"#343920"	"Task"	"Story 343920: CM Release of 62-P51610E - GTS Switch - Core Network Product Specification (EAD 16)"	"EA 14.4"	"Done"	""	""
"1012719"	"#1012503"	"Task"	"Feature 1012503: TASK = Place the RM Guard patch installation instructions and patch CD under CM control"	"EA 14.3"	"Done"	""	""
"1012715"	"#368860"	"Story"	"Feature 368860: BOE Development and Estimate for Canadian Foreign Military Sales Phase 1"	"EA 14.3"	"Done"	"2"	""
"1012714"	"#386935"	"Story"	"Feature 386935: Integration/Test for Zeta Delivery"	"EA 14.3"	"Done"	"2"	""
"1012713"	"#395855"	"Story"	"Feature 395855: Create PDO to Release  01-P51661E and 53-P52819E_Rev E"	"EA 14.3"	"Done"	"1"	""
"1012711"	"#384036"	"Story"	"Feature 384036: Create and Finish IETM Procedures for Physically Installing and Removing Nutanix Hardware"	"EA 14.3"	"Done"	"3"	""
"1012652"	"#1006843"	"Story"	"Determine Log/Data Files that Need to Pass Through Guard - SE"	"EA 14.2"	"Done"	"2"	""
"1012645"	"#1006843"	"Story"	"Determine Log/Data Files that Need to Pass Through Guard - SE"	"EA 14.2"	"Done"	"1"	""
"1012636"	"#354680"	"Story"	"Investigate and resolve HBSS user permissions issues related to Splunk HA. "	"EA 14.3"	"Done"	"1"	""
"1012635"	"#354680"	"Story"	"Investigate and resolve HBSS user permissions issues related to Splunk HA. "	"EA 14.3"	"Done"	"1"	""
"1012634"	"#354680"	"Story"	"Investigate and resolve HBSS user permissions issues related to Splunk HA. "	"EA 14.3"	"Done"	"1"	""
"1012619"	"#1007900"	"Story"	"Feature 1007900 Generate HBSS Test Report for FRCB"	"PI 16"	"New"	"2"	"#388477"
"1012614"	"#332951"	"Story"	"Feature 332951: Create RBS Functional Diagram"	"EA 15.1"	"Done"	"1"	""
"1012611"	"#332951"	"Story"	"Feature Demo – Customer Demo Event: Feature 332951  INSPECTION"	"EA 15.4"	"New"	"1"	""
"1012609"	"#332951"	"Story"	"Feature 332951: Cleanup old ARP and address PWIs (15.1)"	"EA 15.1"	"Invalid"	"0"	""
"1012608"	"#332951"	"Story"	"Feature 332951: Test RBS Alarm Recovery Procedures and support reviews (15.4)"	"EA 15.4"	"New"	"2"	""
"1012606"	"#332951"	"Story"	"Feature 332951: Create STCD and provide test support"	"EA 15.1"	"Done"	"1"	""
"1012605"	"#332951"	"Story"	"Feature 332951: Engineering RBS IETM updates - Developer (15.1)"	"EA 15.1"	"Done"	"2"	"#1004314"
"1012601"	"#1012588"	"Story"	"Feature 1012588: Submission of PR & PO for Supplies and Materials Required for 2020 Preventive Maintenance in WH"	"PI 16 - In Progress"	"Invalid"	"0"	""
"1012597"	"#1012588"	"Story"	"Feature 1012588: Prepare & Conduct PM Kickoff Meeting with Vendor"	"EA 16.4"	"New"	"1"	""
"1012596"	"#1012588"	"Task"	"Feature 1012588: Ship Supplies and Materials to Site for 2020 Preventive Maintenance in WH"	"EA 16.3"	"New"	""	""
"1012595"	"#1012588"	"Story"	"Feature 1012588: Determine Corrective Actions Based Upon Trouble Tickets Received for 2020 Preventive Maintenance of WH"	"EA 16.2"	"New"	"2"	""
"1012594"	"#1012588"	"Story"	"Feature 1012588: Present SOW Associated to 2020 Preventive Maintenance in WH"	"EA 16.2"	"New"	"2"	""
"1012593"	"#1012588"	"Task"	"Feature 1012588: Create and Validate Plan for 2020 Preventive Maintenance Activities in WH"	"EA 16.2"	"New"	""	""
